word,word_normalized,length,char_counts
پارکینگ,پارکینگ,7,"{""پ"": 1, ""ا"": 1, ""ر"": 1, ""ک"": 1, ""ی"": 1, ""ن"": 1, ""گ"": 1}"
نوه,نوه,3,"{""ن"": 1, ""و"": 1, ""ه"": 1}"
خون,خون,3,"{""خ"": 1, ""و"": 1, ""ن"": 1}"
وزن,وزن,3,"{""و"": 1, ""ز"": 1, ""ن"": 1}"
نوار,نوار,4,"{""ن"": 1, ""و"": 1, ""ا"": 1, ""ر"": 1}"
روان,روان,4,"{""ر"": 1, ""و"": 1, ""ا"": 1, ""ن"": 1}"
خزان,خزان,4,"{""خ"": 1, ""ز"": 1, ""ا"": 1, ""ن"": 1}"
خواهر,خواهر,5,"{""خ"": 1, ""و"": 1, ""ا"": 1, ""ه"": 1, ""ر"": 1}"
خزانه,خزانه,5,"{""خ"": 1, ""ز"": 1, ""ا"": 1, ""ن"": 1, ""ه"": 1}"
راهزن,راهزن,5,"{""ر"": 1, ""ا"": 1, ""ه"": 1, ""ز"": 1, ""ن"": 1}"
زورخانه,زورخانه,7,"{""ز"": 1, ""و"": 1, ""ر"": 1, ""خ"": 1, ""ا"": 1, ""ن"": 1, ""ه"": 1}"
بانک,بانک,4,"{""ب"": 1, ""ا"": 1, ""ن"": 1, ""ک"": 1}"
تانک,تانک,4,"{""ت"": 1, ""ا"": 1, ""ن"": 1, ""ک"": 1}"
بالکن,بالکن,5,"{""ب"": 1, ""ا"": 1, ""ل"": 1, ""ک"": 1, ""ن"": 1}"
کابینت,کابینت,6,"{""ک"": 1, ""ا"": 1, ""ب"": 1, ""ی"": 1, ""ن"": 1, ""ت"": 1}"
تلکابین,تلکابین,7,"{""ت"": 1, ""ل"": 1, ""ک"": 1, ""ا"": 1, ""ب"": 1, ""ی"": 1, ""ن"": 1}"
نرگس,نرگس,4,"{""ن"": 1, ""ر"": 1, ""گ"": 1, ""س"": 1}"
سنگر,سنگر,4,"{""س"": 1, ""ن"": 1, ""گ"": 1, ""ر"": 1}"
گلدان,گلدان,5,"{""گ"": 1, ""ل"": 1, ""د"": 1, ""ا"": 1, ""ن"": 1}"
گردان,گردان,5,"{""گ"": 1, ""ر"": 1, ""د"": 1, ""ا"": 1, ""ن"": 1}"
سالگرد,سالگرد,6,"{""س"": 1, ""ا"": 1, ""ل"": 1, ""گ"": 1, ""ر"": 1, ""د"": 1}"
وسعت,وسعت,4,"{""و"": 1, ""س"": 1, ""ع"": 1, ""ت"": 1}"
سرعت,سرعت,4,"{""س"": 1, ""ر"": 1, ""ع"": 1, ""ت"": 1}"
دوست,دوست,4,"{""د"": 1, ""و"": 1, ""س"": 1, ""ت"": 1}"
دکتر,دکتر,4,"{""د"": 1, ""ک"": 1, ""ت"": 1, ""ر"": 1}"
رکود,رکود,4,"{""ر"": 1, ""ک"": 1, ""و"": 1, ""د"": 1}"
رکوع,رکوع,4,"{""ر"": 1, ""ک"": 1, ""و"": 1, ""ع"": 1}"
دکور,دکور,4,"{""د"": 1, ""ک"": 1, ""و"": 1, ""ر"": 1}"
دستور,دستور,5,"{""د"": 1, ""س"": 1, ""ت"": 1, ""و"": 1, ""ر"": 1}"
اشک,اشک,3,"{""ا"": 1, ""ش"": 1, ""ک"": 1}"
دستکش,دستکش,5,"{""د"": 1, ""س"": 1, ""ت"": 1, ""ک"": 1, ""ش"": 1}"
کارت,کارت,4,"{""ک"": 1, ""ا"": 1, ""ر"": 1, ""ت"": 1}"
حرکت,حرکت,4,"{""ح"": 1, ""ر"": 1, ""ک"": 1, ""ت"": 1}"
برکت,برکت,4,"{""ب"": 1, ""ر"": 1, ""ک"": 1, ""ت"": 1}"
راحت,راحت,4,"{""ر"": 1, ""ا"": 1, ""ح"": 1, ""ت"": 1}"
عناب,عناب,4,"{""ع"": 1, ""ن"": 1, ""ا"": 1, ""ب"": 1}"
انبوه,انبوه,5,"{""ا"": 1, ""ن"": 1, ""ب"": 1, ""و"": 1, ""ه"": 1}"
بهنوش,بهنوش,5,"{""ب"": 1, ""ه"": 1, ""ن"": 1, ""و"": 1, ""ش"": 1}"
نوشابه,نوشابه,6,"{""ن"": 1, ""و"": 1, ""ش"": 1, ""ا"": 1, ""ب"": 1, ""ه"": 1}"
گربه,گربه,4,"{""گ"": 1, ""ر"": 1, ""ب"": 1, ""ه"": 1}"
رهبر,رهبر,4,"{""ر"": 2, ""ه"": 1, ""ب"": 1}"
بزرگراه,بزرگراه,7,"{""ب"": 1, ""ز"": 1, ""ر"": 2, ""گ"": 1, ""ا"": 1, ""ه"": 1}"
دوا,دوا,3,"{""د"": 1, ""و"": 1, ""ا"": 1}"
اتو,اتو,3,"{""ا"": 1, ""ت"": 1, ""و"": 1}"
مدت,مدت,3,"{""م"": 1, ""د"": 1, ""ت"": 1}"
واحد,واحد,4,"{""و"": 1, ""ا"": 1, ""ح"": 1, ""د"": 1}"
وحدت,وحدت,4,"{""و"": 1, ""ح"": 1, ""د"": 1, ""ت"": 1}"
متحد,متحد,4,"{""م"": 1, ""ت"": 1, ""ح"": 1, ""د"": 1}"
محتوا,محتوا,5,"{""م"": 1, ""ح"": 1, ""ت"": 1, ""و"": 1, ""ا"": 1}"
تار,تار,3,"{""ت"": 1, ""ا"": 1, ""ر"": 1}"
راه,راه,3,"{""ر"": 1, ""ا"": 1, ""ه"": 1}"
جوهر,جوهر,4,"{""ج"": 1, ""و"": 1, ""ه"": 1, ""ر"": 1}"
تاجر,تاجر,4,"{""ت"": 1, ""ا"": 1, ""ج"": 1, ""ر"": 1}"
اجاره,اجاره,5,"{""ا"": 2, ""ج"": 1, ""ر"": 1, ""ه"": 1}"
جواهر,جواهر,5,"{""ج"": 1, ""و"": 1, ""ا"": 1, ""ه"": 1, ""ر"": 1}"
دین,دین,3,"{""د"": 1, ""ی"": 1, ""ن"": 1}"
شادی,شادی,4,"{""ش"": 1, ""ا"": 1, ""د"": 1, ""ی"": 1}"
شریان,شریان,5,"{""ش"": 1, ""ر"": 1, ""ی"": 1, ""ا"": 1, ""ن"": 1}"
دینار,دینار,5,"{""د"": 1, ""ی"": 1, ""ن"": 1, ""ا"": 1, ""ر"": 1}"
قسم,قسم,3,"{""ق"": 1, ""س"": 1, ""م"": 1}"
قشم,قشم,3,"{""ق"": 1, ""ش"": 1, ""م"": 1}"
مشق,مشق,3,"{""م"": 1, ""ش"": 1, ""ق"": 1}"
ساق,ساق,3,"{""س"": 1, ""ا"": 1, ""ق"": 1}"
خام,خام,3,"{""خ"": 1, ""ا"": 1, ""م"": 1}"
شاخه,شاخه,4,"{""ش"": 1, ""ا"": 1, ""خ"": 1, ""ه"": 1}"
مهسا,مهسا,4,"{""م"": 1, ""ه"": 1, ""س"": 1, ""ا"": 1}"
ماسه,ماسه,4,"{""م"": 1, ""ا"": 1, ""س"": 1, ""ه"": 1}"
ساقه,ساقه,4,"{""س"": 1, ""ا"": 1, ""ق"": 1, ""ه"": 1}"
سماق,سماق,4,"{""س"": 1, ""م"": 1, ""ا"": 1, ""ق"": 1}"
ورزشکار,ورزشکار,7,"{""و"": 1, ""ر"": 2, ""ز"": 1, ""ش"": 1, ""ک"": 1, ""ا"": 1}"
قایباف,قایباف,6,"{""ق"": 1, ""ا"": 2, ""ی"": 1, ""ب"": 1, ""ف"": 1}"
هلو,هلو,3,"{""ه"": 1, ""ل"": 1, ""و"": 1}"
چلو,چلو,3,"{""چ"": 1, ""ل"": 1, ""و"": 1}"
فالوده,فالوده,6,"{""ف"": 1, ""ا"": 1, ""ل"": 1, ""و"": 1, ""د"": 1, ""ه"": 1}"
رتیل,رتیل,4,"{""ر"": 1, ""ت"": 1, ""ی"": 1, ""ل"": 1}"
کویت,کویت,4,"{""ک"": 1, ""و"": 1, ""ی"": 1, ""ت"": 1}"
لیتر,لیتر,4,"{""ل"": 1, ""ی"": 1, ""ت"": 1, ""ر"": 1}"
کیلومتر,کیلومتر,7,"{""ک"": 1, ""ی"": 1, ""ل"": 1, ""و"": 1, ""م"": 1, ""ت"": 1, ""ر"": 1}"
پوشک,پوشک,4,"{""پ"": 1, ""و"": 1, ""ش"": 1, ""ک"": 1}"
پشمک,پشمک,4,"{""پ"": 1, ""ش"": 1, ""م"": 1, ""ک"": 1}"
پشتک,پشتک,4,"{""پ"": 1, ""ش"": 1, ""ت"": 1, ""ک"": 1}"
بنفش,بنفش,4,"{""ب"": 1, ""ن"": 1, ""ف"": 1, ""ش"": 1}"
بنفشه,بنفشه,5,"{""ب"": 1, ""ن"": 1, ""ف"": 1, ""ش"": 1, ""ه"": 1}"
یکشنبه,یکشنبه,6,"{""ی"": 1, ""ک"": 1, ""ش"": 1, ""ن"": 1, ""ب"": 1, ""ه"": 1}"
آرش,ارش,3,"{""ا"": 1, ""ر"": 1, ""ش"": 1}"
ترانه,ترانه,5,"{""ت"": 1, ""ر"": 1, ""ا"": 1, ""ن"": 1, ""ه"": 1}"
تهران,تهران,5,"{""ت"": 1, ""ه"": 1, ""ر"": 1, ""ا"": 1, ""ن"": 1}"
نشاسته,نشاسته,6,"{""ن"": 1, ""ش"": 1, ""ا"": 1, ""س"": 1, ""ت"": 1, ""ه"": 1}"
شهرستان,شهرستان,7,"{""ش"": 1, ""ه"": 1, ""ر"": 1, ""س"": 1, ""ت"": 1, ""ا"": 1, ""ن"": 1}"
نمک,نمک,3,"{""ن"": 1, ""م"": 1, ""ک"": 1}"
نفت,نفت,3,"{""ن"": 1, ""ف"": 1, ""ت"": 1}"
کلفت,کلفت,4,"{""ک"": 1, ""ل"": 1, ""ف"": 1, ""ت"": 1}"
تلفن,تلفن,4,"{""ت"": 1, ""ل"": 1, ""ف"": 1, ""ن"": 1}"
مشکل,مشکل,4,"{""م"": 1, ""ش"": 1, ""ک"": 1, ""ل"": 1}"
نفتکش,نفتکش,5,"{""ن"": 1, ""ف"": 1, ""ت"": 1, ""ک"": 1, ""ش"": 1}"
کوفه,کوفه,4,"{""ک"": 1, ""و"": 1, ""ف"": 1, ""ه"": 1}"
کاشی,کاشی,4,"{""ک"": 1, ""ا"": 1, ""ش"": 1, ""ی"": 1}"
کاشف,کاشف,4,"{""ک"": 1, ""ا"": 1, ""ش"": 1, ""ف"": 1}"
کفاشی,کفاشی,5,"{""ک"": 1, ""ف"": 1, ""ا"": 1, ""ش"": 1, ""ی"": 1}"
مقایسه,مقایسه,6,"{""م"": 1, ""ق"": 1, ""ا"": 1, ""ی"": 1, ""س"": 1, ""ه"": 1}"
سوره,سوره,4,"{""س"": 1, ""و"": 1, ""ر"": 1, ""ه"": 1}"
آسوده,اسوده,5,"{""ا"": 1, ""س"": 1, ""و"": 1, ""د"": 1, ""ه"": 1}"
پلیس,پلیس,4,"{""پ"": 1, ""ل"": 1, ""ی"": 1, ""س"": 1}"
پلاک,پلاک,4,"{""پ"": 1, ""ل"": 1, ""ا"": 1, ""ک"": 1}"
تاکسی,تاکسی,5,"{""ت"": 1, ""ا"": 1, ""ک"": 1, ""س"": 1, ""ی"": 1}"
پاستیل,پاستیل,6,"{""پ"": 1, ""ا"": 1, ""س"": 1, ""ت"": 1, ""ی"": 1, ""ل"": 1}"
لاستیک,لاستیک,6,"{""ل"": 1, ""ا"": 1, ""س"": 1, ""ت"": 1, ""ی"": 1, ""ک"": 1}"
پلاستیک,پلاستیک,7,"{""پ"": 1, ""ل"": 1, ""ا"": 1, ""س"": 1, ""ت"": 1, ""ی"": 1, ""ک"": 1}"
لیلا,لیلا,4,"{""ل"": 2, ""ی"": 1, ""ا"": 1}"
آلبالو,البالو,6,"{""ا"": 2, ""ل"": 2, ""ب"": 1, ""و"": 1}"
والیبال,والیبال,7,"{""و"": 1, ""ا"": 2, ""ل"": 2, ""ی"": 1, ""ب"": 1}"
نقش,نقش,3,"{""ن"": 1, ""ق"": 1, ""ش"": 1}"
نقاش,نقاش,4,"{""ن"": 1, ""ق"": 1, ""ا"": 1, ""ش"": 1}"
نقشه,نقشه,4,"{""ن"": 1, ""ق"": 1, ""ش"": 1, ""ه"": 1}"
انبه,انبه,4,"{""ا"": 1, ""ن"": 1, ""ب"": 1, ""ه"": 1}"
نقاشی,نقاشی,5,"{""ن"": 1, ""ق"": 1, ""ا"": 1, ""ش"": 1, ""ی"": 1}"
شبانه,شبانه,5,"{""ش"": 1, ""ب"": 1, ""ا"": 1, ""ن"": 1, ""ه"": 1}"
تور,تور,3,"{""ت"": 1, ""و"": 1, ""ر"": 1}"
نبوت,نبوت,4,"{""ن"": 1, ""ب"": 1, ""و"": 1, ""ت"": 1}"
نوبت,نوبت,4,"{""ن"": 1, ""و"": 1, ""ب"": 1, ""ت"": 1}"
نفرت,نفرت,4,"{""ن"": 1, ""ف"": 1, ""ر"": 1, ""ت"": 1}"
تنور,تنور,4,"{""ت"": 1, ""ن"": 1, ""و"": 1, ""ر"": 1}"
فلوت,فلوت,4,"{""ف"": 1, ""ل"": 1, ""و"": 1, ""ت"": 1}"
تونل,تونل,4,"{""ت"": 1, ""و"": 1, ""ن"": 1, ""ل"": 1}"
تنبور,تنبور,5,"{""ت"": 1, ""ن"": 1, ""ب"": 1, ""و"": 1, ""ر"": 1}"
رشت,رشت,3,"{""ر"": 1, ""ش"": 1, ""ت"": 1}"
گشت,گشت,3,"{""گ"": 1, ""ش"": 1, ""ت"": 1}"
شتر,شتر,3,"{""ش"": 1, ""ت"": 1, ""ر"": 1}"
آتش,اتش,3,"{""ا"": 1, ""ت"": 1, ""ش"": 1}"
ترش,ترش,3,"{""ت"": 1, ""ر"": 1, ""ش"": 1}"
تنگ,تنگ,3,"{""ت"": 1, ""ن"": 1, ""گ"": 1}"
تراش,تراش,4,"{""ت"": 1, ""ر"": 1, ""ا"": 1, ""ش"": 1}"
رعنا,رعنا,4,"{""ر"": 1, ""ع"": 1, ""ن"": 1, ""ا"": 1}"
نگار,نگار,4,"{""ن"": 1, ""گ"": 1, ""ا"": 1, ""ر"": 1}"
انگشت,انگشت,5,"{""ا"": 1, ""ن"": 1, ""گ"": 1, ""ش"": 1, ""ت"": 1}"
انگشتر,انگشتر,6,"{""ا"": 1, ""ن"": 1, ""گ"": 1, ""ش"": 1, ""ت"": 1, ""ر"": 1}"
خروش,خروش,4,"{""خ"": 1, ""ر"": 1, ""و"": 1, ""ش"": 1}"
اردک,اردک,4,"{""ا"": 1, ""ر"": 1, ""د"": 1, ""ک"": 1}"
ارشد,ارشد,4,"{""ا"": 1, ""ر"": 1, ""ش"": 1, ""د"": 1}"
خوراک,خوراک,5,"{""خ"": 1, ""و"": 1, ""ر"": 1, ""ا"": 1, ""ک"": 1}"
خودکار,خودکار,6,"{""خ"": 1, ""و"": 1, ""د"": 1, ""ک"": 1, ""ا"": 1, ""ر"": 1}"
نای,نای,3,"{""ن"": 1, ""ا"": 1, ""ی"": 1}"
نبی,نبی,3,"{""ن"": 1, ""ب"": 1, ""ی"": 1}"
خان,خان,3,"{""خ"": 1, ""ا"": 1, ""ن"": 1}"
بینا,بینا,4,"{""ب"": 1, ""ی"": 1, ""ن"": 1, ""ا"": 1}"
بانی,بانی,4,"{""ب"": 1, ""ا"": 1, ""ن"": 1, ""ی"": 1}"
بابا,بابا,4,"{""ب"": 2, ""ا"": 2}"
ناباب,ناباب,5,"{""ن"": 1, ""ا"": 2, ""ب"": 2}"
انبیا,انبیا,5,"{""ا"": 2, ""ن"": 1, ""ب"": 1, ""ی"": 1}"
نایاب,نایاب,5,"{""ن"": 1, ""ا"": 2, ""ی"": 1, ""ب"": 1}"
بیابان,بیابان,6,"{""ب"": 2, ""ی"": 1, ""ا"": 2, ""ن"": 1}"
خیابان,خیابان,6,"{""خ"": 1, ""ی"": 1, ""ا"": 2, ""ب"": 1, ""ن"": 1}"
لال,لال,3,"{""ل"": 2, ""ا"": 1}"
لاله,لاله,4,"{""ل"": 2, ""ا"": 1, ""ه"": 1}"
هلال,هلال,4,"{""ه"": 1, ""ل"": 2, ""ا"": 1}"
گلایه,گلایه,5,"{""گ"": 1, ""ل"": 1, ""ا"": 1, ""ی"": 1, ""ه"": 1}"
دکل,دکل,3,"{""د"": 1, ""ک"": 1, ""ل"": 1}"
بدل,بدل,3,"{""ب"": 1, ""د"": 1, ""ل"": 1}"
کلاج,کلاج,4,"{""ک"": 1, ""ل"": 1, ""ا"": 1, ""ج"": 1}"
جلاد,جلاد,4,"{""ج"": 1, ""ل"": 1, ""ا"": 1, ""د"": 1}"
جالب,جالب,4,"{""ج"": 1, ""ا"": 1, ""ل"": 1, ""ب"": 1}"
کالبد,کالبد,5,"{""ک"": 1, ""ا"": 1, ""ل"": 1, ""ب"": 1, ""د"": 1}"
کتف,کتف,3,"{""ک"": 1, ""ت"": 1, ""ف"": 1}"
سگک,سگک,3,"{""س"": 1, ""گ"": 1, ""ک"": 1}"
سفت,سفت,3,"{""س"": 1, ""ف"": 1, ""ت"": 1}"
کند,کند,3,"{""ک"": 1, ""ن"": 1, ""د"": 1}"
کفن,کفن,3,"{""ک"": 1, ""ف"": 1, ""ن"": 1}"
تنفس,تنفس,4,"{""ت"": 1, ""ن"": 1, ""ف"": 1, ""س"": 1}"
تفنگ,تفنگ,4,"{""ت"": 1, ""ف"": 1, ""ن"": 1, ""گ"": 1}"
سنگک,سنگک,4,"{""س"": 1, ""ن"": 1, ""گ"": 1, ""ک"": 1}"
تیغ,تیغ,3,"{""ت"": 1, ""ی"": 1, ""غ"": 1}"
وجه,وجه,3,"{""و"": 1, ""ج"": 1, ""ه"": 1}"
جیغ,جیغ,3,"{""ج"": 1, ""ی"": 1, ""غ"": 1}"
جوی,جوی,3,"{""ج"": 1, ""و"": 1, ""ی"": 1}"
جهت,جهت,3,"{""ج"": 1, ""ه"": 1, ""ت"": 1}"
غیرت,غیرت,4,"{""غ"": 1, ""ی"": 1, ""ر"": 1, ""ت"": 1}"
جیوه,جیوه,4,"{""ج"": 1, ""ی"": 1, ""و"": 1, ""ه"": 1}"
غیور,غیور,4,"{""غ"": 1, ""ی"": 1, ""و"": 1, ""ر"": 1}"
هویج,هویج,4,"{""ه"": 1, ""و"": 1, ""ی"": 1, ""ج"": 1}"
هویت,هویت,4,"{""ه"": 1, ""و"": 1, ""ی"": 1, ""ت"": 1}"
هجری,هجری,4,"{""ه"": 1, ""ج"": 1, ""ر"": 1, ""ی"": 1}"
رویت,رویت,4,"{""ر"": 1, ""و"": 1, ""ی"": 1, ""ت"": 1}"
توجه,توجه,4,"{""ت"": 1, ""و"": 1, ""ج"": 1, ""ه"": 1}"
جیره,جیره,4,"{""ج"": 1, ""ی"": 1, ""ر"": 1, ""ه"": 1}"
نوجیه,نوجیه,5,"{""ن"": 1, ""و"": 1, ""ج"": 1, ""ی"": 1, ""ه"": 1}"
یار,یار,3,"{""ی"": 1, ""ا"": 1, ""ر"": 1}"
مگس,مگس,3,"{""م"": 1, ""گ"": 1, ""س"": 1}"
زجر,زجر,3,"{""ز"": 1, ""ج"": 1, ""ر"": 1}"
گیج,گیج,3,"{""گ"": 1, ""ی"": 1, ""ج"": 1}"
جگر,جگر,3,"{""ج"": 1, ""گ"": 1, ""ر"": 1}"
جزوه,جزوه,4,"{""ج"": 1, ""ز"": 1, ""و"": 1, ""ه"": 1}"
گوجه,گوجه,4,"{""گ"": 1, ""و"": 1, ""ج"": 1, ""ه"": 1}"
ناشی,ناشی,4,"{""ن"": 1, ""ا"": 1, ""ش"": 1, ""ی"": 1}"
گریم,گریم,4,"{""گ"": 1, ""ر"": 1, ""ی"": 1, ""م"": 1}"
ناشر,ناشر,4,"{""ن"": 1, ""ا"": 1, ""ش"": 1, ""ر"": 1}"
شناگر,شناگر,5,"{""ش"": 1, ""ن"": 1, ""ا"": 1, ""گ"": 1, ""ر"": 1}"
نگارش,نگارش,5,"{""ن"": 1, ""گ"": 1, ""ا"": 1, ""ر"": 1, ""ش"": 1}"
نمایشگر,نمایشگر,7,"{""ن"": 1, ""م"": 1, ""ا"": 1, ""ی"": 1, ""ش"": 1, ""گ"": 1, ""ر"": 1}"
چله,چله,3,"{""چ"": 1, ""ل"": 1, ""ه"": 1}"
چهار,چهار,4,"{""چ"": 1, ""ه"": 1, ""ا"": 1, ""ر"": 1}"
مچاله,مچاله,5,"{""م"": 1, ""چ"": 1, ""ا"": 1, ""ل"": 1, ""ه"": 1}"
وحی,وحی,3,"{""و"": 1, ""ح"": 1, ""ی"": 1}"
محو,محو,3,"{""م"": 1, ""ح"": 1, ""و"": 1}"
حوا,حوا,3,"{""ح"": 1, ""و"": 1, ""ا"": 1}"
حیات,حیات,4,"{""ح"": 1, ""ی"": 1, ""ا"": 1, ""ت"": 1}"
وادی,وادی,4,"{""و"": 1, ""ا"": 1, ""د"": 1, ""ی"": 1}"
حمایت,حمایت,5,"{""ح"": 1, ""م"": 1, ""ا"": 1, ""ی"": 1, ""ت"": 1}"
حلق,حلق,3,"{""ح"": 1, ""ل"": 1, ""ق"": 1}"
حقه,حقه,3,"{""ح"": 1, ""ق"": 1, ""ه"": 1}"
هالو,هالو,4,"{""ه"": 1, ""ا"": 1, ""ل"": 1, ""و"": 1}"
لولا,لولا,4,"{""ل"": 2, ""و"": 1, ""ا"": 1}"
لوله,لوله,4,"{""ل"": 2, ""و"": 1, ""ه"": 1}"
حلقه,حلقه,4,"{""ح"": 1, ""ل"": 1, ""ق"": 1, ""ه"": 1}"
حلال,حلال,4,"{""ح"": 1, ""ل"": 2, ""ا"": 1}"
قلوه,قلوه,4,"{""ق"": 1, ""ل"": 1, ""و"": 1, ""ه"": 1}"
حواله,حواله,5,"{""ح"": 1, ""و"": 1, ""ا"": 1, ""ل"": 1, ""ه"": 1}"
قامت,قامت,4,"{""ق"": 1, ""ا"": 1, ""م"": 1, ""ت"": 1}"
مقوی,مقوی,4,"{""م"": 1, ""ق"": 1, ""و"": 1, ""ی"": 1}"
تیمم,تیمم,4,"{""ت"": 1, ""ی"": 1, ""م"": 2}"
مقام,مقام,4,"{""م"": 2, ""ق"": 1, ""ا"": 1}"
موقت,موقت,4,"{""م"": 1, ""و"": 1, ""ق"": 1, ""ت"": 1}"
تقویم,تقویم,5,"{""ت"": 1, ""ق"": 1, ""و"": 1, ""ی"": 1, ""م"": 1}"
یاقوت,یاقوت,5,"{""ی"": 1, ""ا"": 1, ""ق"": 1, ""و"": 1, ""ت"": 1}"
مقاوم,مقاوم,5,"{""م"": 2, ""ق"": 1, ""ا"": 1, ""و"": 1}"
ماموت,ماموت,5,"{""م"": 2, ""ا"": 1, ""و"": 1, ""ت"": 1}"
مقاومت,مقاومت,6,"{""م"": 2, ""ق"": 1, ""ا"": 1, ""و"": 1, ""ت"": 1}"
حکیم,حکیم,4,"{""ح"": 1, ""ک"": 1, ""ی"": 1, ""م"": 1}"
حکمت,حکمت,4,"{""ح"": 1, ""ک"": 1, ""م"": 1, ""ت"": 1}"
حکومت,حکومت,5,"{""ح"": 1, ""ک"": 1, ""و"": 1, ""م"": 1, ""ت"": 1}"
یقه,یقه,3,"{""ی"": 1, ""ق"": 1, ""ه"": 1}"
توبه,توبه,4,"{""ت"": 1, ""و"": 1, ""ب"": 1, ""ه"": 1}"
بوته,بوته,4,"{""ب"": 1, ""و"": 1, ""ت"": 1, ""ه"": 1}"
بقیه,بقیه,4,"{""ب"": 1, ""ق"": 1, ""ی"": 1, ""ه"": 1}"
ذهن,ذهن,3,"{""ذ"": 1, ""ه"": 1, ""ن"": 1}"
ذره,ذره,3,"{""ذ"": 1, ""ر"": 1, ""ه"": 1}"
لذت,لذت,3,"{""ل"": 1, ""ذ"": 1, ""ت"": 1}"
ذرت,ذرت,3,"{""ذ"": 1, ""ر"": 1, ""ت"": 1}"
آذر,اذر,3,"{""ا"": 1, ""ذ"": 1, ""ر"": 1}"
واگن,واگن,4,"{""و"": 1, ""ا"": 1, ""گ"": 1, ""ن"": 1}"
تونس,تونس,4,"{""ت"": 1, ""و"": 1, ""ن"": 1, ""س"": 1}"
راسو,راسو,4,"{""ر"": 1, ""ا"": 1, ""س"": 1, ""و"": 1}"
سرنگ,سرنگ,4,"{""س"": 1, ""ر"": 1, ""ن"": 1, ""گ"": 1}"
ستوان,ستوان,5,"{""س"": 1, ""ت"": 1, ""و"": 1, ""ا"": 1, ""ن"": 1}"
سنتور,سنتور,5,"{""س"": 1, ""ن"": 1, ""ت"": 1, ""و"": 1, ""ر"": 1}"
راستگو,راستگو,6,"{""ر"": 1, ""ا"": 1, ""س"": 1, ""ت"": 1, ""گ"": 1, ""و"": 1}"
گورستان,گورستان,7,"{""گ"": 1, ""و"": 1, ""ر"": 1, ""س"": 1, ""ت"": 1, ""ا"": 1, ""ن"": 1}"
عدل,عدل,3,"{""ع"": 1, ""د"": 1, ""ل"": 1}"
عدد,عدد,3,"{""ع"": 1, ""د"": 2}"
دور,دور,3,"{""د"": 1, ""و"": 1, ""ر"": 1}"
دود,دود,3,"{""د"": 2, ""و"": 1}"
دوش,دوش,3,"{""د"": 1, ""و"": 1, ""ش"": 1}"
درود,درود,4,"{""د"": 2, ""ر"": 1, ""و"": 1}"
شروع,شروع,4,"{""ش"": 1, ""ر"": 1, ""و"": 1, ""ع"": 1}"
گله,گله,3,"{""گ"": 1, ""ل"": 1, ""ه"": 1}"
الگو,الگو,4,"{""ا"": 1, ""ل"": 1, ""گ"": 1, ""و"": 1}"
وسایل,وسایل,5,"{""و"": 1, ""س"": 1, ""ا"": 1, ""ی"": 1, ""ل"": 1}"
گوساله,گوساله,6,"{""گ"": 1, ""و"": 1, ""س"": 1, ""ا"": 1, ""ل"": 1, ""ه"": 1}"
خشن,خشن,3,"{""خ"": 1, ""ش"": 1, ""ن"": 1}"
تخمه,تخمه,4,"{""ت"": 1, ""خ"": 1, ""م"": 1, ""ه"": 1}"
خوشه,خوشه,4,"{""خ"": 1, ""و"": 1, ""ش"": 1, ""ه"": 1}"
خشونت,خشونت,5,"{""خ"": 1, ""ش"": 1, ""و"": 1, ""ن"": 1, ""ت"": 1}"
هزیم,هزیم,4,"{""ه"": 1, ""ز"": 1, ""ی"": 1, ""م"": 1}"
مدل,مدل,3,"{""م"": 1, ""د"": 1, ""ل"": 1}"
کمال,کمال,4,"{""ک"": 1, ""م"": 1, ""ا"": 1, ""ل"": 1}"
کلام,کلام,4,"{""ک"": 1, ""ل"": 1, ""ا"": 1, ""م"": 1}"
مالک,مالک,4,"{""م"": 1, ""ا"": 1, ""ل"": 1, ""ک"": 1}"
سنت,سنت,3,"{""س"": 1, ""ن"": 1, ""ت"": 1}"
نهایت,نهایت,5,"{""ن"": 1, ""ه"": 1, ""ا"": 1, ""ی"": 1, ""ت"": 1}"
آستین,استین,5,"{""ا"": 1, ""س"": 1, ""ت"": 1, ""ی"": 1, ""ن"": 1}"
تیرآهن,تیراهن,6,"{""ت"": 1, ""ی"": 1, ""ر"": 1, ""ا"": 1, ""ه"": 1, ""ن"": 1}"
یونس,یونس,4,"{""ی"": 1, ""و"": 1, ""ن"": 1, ""س"": 1}"
کنسرو,کنسرو,5,"{""ک"": 1, ""ن"": 1, ""س"": 1, ""ر"": 1, ""و"": 1}"
نوکر,نوکر,4,"{""ن"": 1, ""و"": 1, ""ک"": 1, ""ر"": 1}"
کنسرت,کنسرت,5,"{""ک"": 1, ""ن"": 1, ""س"": 1, ""ر"": 1, ""ت"": 1}"
سکونت,سکونت,5,"{""س"": 1, ""ک"": 1, ""و"": 1, ""ن"": 1, ""ت"": 1}"
کتری,کتری,4,"{""ک"": 1, ""ت"": 1, ""ر"": 1, ""ی"": 1}"
سنتی,سنتی,4,"{""س"": 1, ""ن"": 1, ""ت"": 1, ""ی"": 1}"
جدا,جدا,3,"{""ج"": 1, ""د"": 1, ""ا"": 1}"
مجید,مجید,4,"{""م"": 1, ""ج"": 1, ""ی"": 1, ""د"": 1}"
